"","rater_id","rated_ID","Group","domItem","dominanceRatings","id"
"221.R12rev",80,76,16,"R12rev",3,221
"222.R12rev",80,77,16,"R12rev",2,222
"223.R12rev",80,78,16,"R12rev",5,223
"224.R12rev",80,79,16,"R12rev",1,224
"225.R12rev",81,82,17,"R12rev",6,225
"226.R12rev",81,83,17,"R12rev",3,226
"227.R12rev",81,84,17,"R12rev",5,227
"228.R12rev",81,85,17,"R12rev",7,228
"229.R12rev",82,81,17,"R12rev",4,229
"230.R12rev",82,83,17,"R12rev",7,230
"231.R12rev",82,84,17,"R12rev",3,231
"232.R12rev",82,85,17,"R12rev",5,232
"233.R12rev",83,81,17,"R12rev",4,233
"234.R12rev",83,82,17,"R12rev",4,234
"235.R12rev",83,84,17,"R12rev",2,235
"236.R12rev",83,85,17,"R12rev",5,236
"237.R12rev",84,81,17,"R12rev",6,237
"238.R12rev",84,82,17,"R12rev",6,238
"239.R12rev",84,83,17,"R12rev",2,239
"240.R12rev",84,85,17,"R12rev",7,240
"241.R12rev",85,81,17,"R12rev",5,241
"242.R12rev",85,82,17,"R12rev",4,242
"243.R12rev",85,83,17,"R12rev",2,243
"244.R12rev",85,84,17,"R12rev",5,244
"245.R12rev",86,87,18,"R12rev",5,245
"246.R12rev",86,88,18,"R12rev",5,246
"247.R12rev",86,89,18,"R12rev",2,247
"248.R12rev",86,90,18,"R12rev",2,248
"249.R12rev",89,86,18,"R12rev",7,249
"250.R12rev",89,87,18,"R12rev",7,250
"251.R12rev",89,88,18,"R12rev",4,251
"252.R12rev",89,90,18,"R12rev",4,252
"253.R12rev",91,92,19,"R12rev",4,253
"254.R12rev",91,93,19,"R12rev",4,254
"255.R12rev",91,94,19,"R12rev",4,255
"256.R12rev",91,95,19,"R12rev",4,256
"257.R12rev",92,91,19,"R12rev",3,257
"258.R12rev",92,93,19,"R12rev",6,258
"259.R12rev",92,94,19,"R12rev",5,259
"260.R12rev",92,95,19,"R12rev",4,260
"261.R12rev",93,91,19,"R12rev",4,261
"262.R12rev",93,92,19,"R12rev",5,262
"263.R12rev",93,94,19,"R12rev",3,263
"264.R12rev",93,95,19,"R12rev",5,264
"265.R12rev",95,91,19,"R12rev",3,265
"266.R12rev",95,92,19,"R12rev",6,266
"267.R12rev",95,93,19,"R12rev",6,267
"268.R12rev",95,94,19,"R12rev",2,268
"269.R12rev",96,97,20,"R12rev",6,269
"270.R12rev",96,98,20,"R12rev",6,270
"271.R12rev",96,99,20,"R12rev",3,271
"272.R12rev",96,100,20,"R12rev",6,272
"273.R12rev",97,96,20,"R12rev",7,273
"274.R12rev",97,98,20,"R12rev",7,274
"275.R12rev",97,99,20,"R12rev",7,275
"276.R12rev",97,100,20,"R12rev",7,276
"277.R12rev",98,96,20,"R12rev",4,277
"278.R12rev",98,97,20,"R12rev",5,278
"279.R12rev",98,99,20,"R12rev",4,279
"280.R12rev",98,100,20,"R12rev",3,280
"281.R12rev",99,96,20,"R12rev",6,281
"282.R12rev",99,97,20,"R12rev",5,282
"283.R12rev",99,98,20,"R12rev",7,283
"284.R12rev",99,100,20,"R12rev",5,284
"285.R12rev",100,96,20,"R12rev",5,285
"286.R12rev",100,97,20,"R12rev",3,286
"287.R12rev",100,98,20,"R12rev",5,287
"288.R12rev",100,99,20,"R12rev",5,288
"289.R12rev",101,102,21,"R12rev",4,289
"290.R12rev",101,103,21,"R12rev",6,290
"291.R12rev",101,104,21,"R12rev",1,291
"292.R12rev",101,105,21,"R12rev",4,292
"293.R12rev",102,101,21,"R12rev",6,293
"294.R12rev",102,103,21,"R12rev",4,294
"295.R12rev",102,104,21,"R12rev",2,295
"296.R12rev",102,105,21,"R12rev",5,296
"297.R12rev",103,101,21,"R12rev",3,297
"298.R12rev",103,102,21,"R12rev",4,298
"299.R12rev",103,104,21,"R12rev",4,299
"300.R12rev",103,105,21,"R12rev",4,300
"301.R12rev",104,101,21,"R12rev",1,301
"302.R12rev",104,102,21,"R12rev",2,302
"303.R12rev",104,103,21,"R12rev",1,303
"304.R12rev",104,105,21,"R12rev",2,304
"305.R12rev",105,101,21,"R12rev",4,305
"306.R12rev",105,102,21,"R12rev",2,306
"307.R12rev",105,103,21,"R12rev",3,307
"308.R12rev",105,104,21,"R12rev",2,308
"309.R12rev",106,107,22,"R12rev",4,309
"310.R12rev",106,108,22,"R12rev",2,310
"311.R12rev",106,109,22,"R12rev",6,311
"312.R12rev",106,110,22,"R12rev",1,312
"313.R12rev",107,106,22,"R12rev",4,313
"314.R12rev",107,108,22,"R12rev",4,314
"315.R12rev",107,109,22,"R12rev",3,315
"316.R12rev",107,110,22,"R12rev",6,316
"317.R12rev",108,106,22,"R12rev",1,317
"318.R12rev",108,107,22,"R12rev",7,318
"319.R12rev",108,109,22,"R12rev",3,319
"320.R12rev",108,110,22,"R12rev",7,320
"321.R12rev",109,106,22,"R12rev",2,321
"322.R12rev",109,107,22,"R12rev",2,322
"323.R12rev",109,108,22,"R12rev",7,323
"324.R12rev",109,110,22,"R12rev",5,324
"325.R12rev",110,106,22,"R12rev",2,325
"326.R12rev",110,107,22,"R12rev",7,326
"327.R12rev",110,109,22,"R12rev",5,327
"328.R12rev",110,108,22,"R12rev",1,328
"329.R12rev",112,111,23,"R12rev",5,329
"330.R12rev",112,113,23,"R12rev",1,330
"331.R12rev",112,114,23,"R12rev",4,331
"332.R12rev",112,115,23,"R12rev",5,332
"333.R12rev",113,111,23,"R12rev",4,333
"334.R12rev",113,112,23,"R12rev",3,334
"335.R12rev",113,114,23,"R12rev",4,335
"336.R12rev",113,115,23,"R12rev",6,336
"337.R12rev",114,111,23,"R12rev",7,337
"338.R12rev",114,112,23,"R12rev",6,338
"339.R12rev",114,113,23,"R12rev",6,339
"340.R12rev",114,115,23,"R12rev",5,340
"341.R12rev",115,111,23,"R12rev",7,341
"342.R12rev",115,112,23,"R12rev",6,342
"343.R12rev",115,113,23,"R12rev",2,343
"344.R12rev",115,114,23,"R12rev",4,344
"345.R12rev",116,117,24,"R12rev",1,345
"346.R12rev",116,118,24,"R12rev",1,346
"347.R12rev",116,119,24,"R12rev",1,347
"348.R12rev",116,120,24,"R12rev",1,348
"349.R12rev",117,116,24,"R12rev",1,349
"350.R12rev",117,118,24,"R12rev",1,350
"351.R12rev",117,119,24,"R12rev",1,351
"352.R12rev",117,120,24,"R12rev",1,352
"353.R12rev",118,116,24,"R12rev",4,353
"354.R12rev",118,117,24,"R12rev",1,354
"355.R12rev",118,119,24,"R12rev",2,355
"356.R12rev",118,120,24,"R12rev",2,356
"357.R12rev",119,116,24,"R12rev",4,357
"358.R12rev",119,117,24,"R12rev",4,358
"359.R12rev",119,118,24,"R12rev",2,359
"360.R12rev",119,120,24,"R12rev",3,360
"361.R12rev",120,117,24,"R12rev",2,361
"362.R12rev",120,118,24,"R12rev",4,362
"363.R12rev",120,119,24,"R12rev",5,363
"364.R12rev",121,122,25,"R12rev",3,364
"365.R12rev",121,123,25,"R12rev",5,365
"366.R12rev",121,124,25,"R12rev",5,366
"367.R12rev",121,125,25,"R12rev",1,367
"368.R12rev",122,121,25,"R12rev",2,368
"369.R12rev",122,123,25,"R12rev",5,369
"370.R12rev",122,124,25,"R12rev",6,370
"371.R12rev",122,125,25,"R12rev",2,371
"372.R12rev",123,121,25,"R12rev",2,372
"373.R12rev",123,122,25,"R12rev",3,373
"374.R12rev",123,124,25,"R12rev",6,374
"375.R12rev",123,125,25,"R12rev",3,375
"376.R12rev",124,121,25,"R12rev",6,376
"377.R12rev",124,122,25,"R12rev",6,377
"378.R12rev",124,123,25,"R12rev",6,378
"379.R12rev",124,125,25,"R12rev",3,379
"380.R12rev",125,121,25,"R12rev",4,380
"381.R12rev",125,122,25,"R12rev",2,381
"382.R12rev",125,123,25,"R12rev",1,382
"383.R12rev",125,124,25,"R12rev",3,383
"384.R12rev",126,127,26,"R12rev",1,384
"385.R12rev",126,128,26,"R12rev",2,385
"386.R12rev",126,129,26,"R12rev",1,386
"387.R12rev",126,130,26,"R12rev",1,387
"388.R12rev",127,126,26,"R12rev",3,388
"389.R12rev",127,128,26,"R12rev",1,389
"390.R12rev",127,129,26,"R12rev",5,390
"391.R12rev",127,130,26,"R12rev",1,391
"392.R12rev",128,126,26,"R12rev",2,392
"393.R12rev",128,127,26,"R12rev",6,393
"394.R12rev",128,129,26,"R12rev",2,394
"395.R12rev",128,130,26,"R12rev",3,395
"396.R12rev",129,126,26,"R12rev",2,396
"397.R12rev",129,127,26,"R12rev",1,397
"398.R12rev",129,128,26,"R12rev",1,398
"399.R12rev",129,130,26,"R12rev",2,399
"400.R12rev",130,126,26,"R12rev",2,400
"401.R12rev",130,127,26,"R12rev",3,401
"402.R12rev",130,128,26,"R12rev",1,402
"403.R12rev",130,129,26,"R12rev",1,403
"404.R12rev",131,132,27,"R12rev",6,404
"405.R12rev",131,133,27,"R12rev",2,405
"406.R12rev",131,134,27,"R12rev",3,406
"407.R12rev",131,135,27,"R12rev",1,407
"408.R12rev",132,131,27,"R12rev",3,408
"409.R12rev",132,133,27,"R12rev",5,409
"410.R12rev",132,134,27,"R12rev",3,410
"411.R12rev",132,135,27,"R12rev",2,411
"412.R12rev",133,131,27,"R12rev",6,412
"413.R12rev",133,132,27,"R12rev",6,413
"414.R12rev",133,134,27,"R12rev",5,414
"415.R12rev",133,135,27,"R12rev",6,415
"416.R12rev",134,131,27,"R12rev",2,416
"417.R12rev",134,132,27,"R12rev",6,417
"418.R12rev",134,133,27,"R12rev",6,418
"419.R12rev",134,135,27,"R12rev",2,419
"420.R12rev",135,131,27,"R12rev",1,420
"421.R12rev",135,132,27,"R12rev",3,421
"422.R12rev",135,133,27,"R12rev",4,422
"423.R12rev",135,134,27,"R12rev",2,423
"424.R12rev",136,138,28,"R12rev",2,424
"425.R12rev",136,139,28,"R12rev",2,425
"426.R12rev",136,140,28,"R12rev",6,426
"427.R12rev",137,136,28,"R12rev",6,427
"428.R12rev",137,138,28,"R12rev",6,428
"429.R12rev",138,136,28,"R12rev",4,429
"430.R12rev",138,137,28,"R12rev",3,430
"431.R12rev",138,139,28,"R12rev",3,431
"432.R12rev",138,140,28,"R12rev",6,432
"433.R12rev",139,136,28,"R12rev",4,433
"434.R12rev",139,137,28,"R12rev",7,434
"435.R12rev",139,138,28,"R12rev",1,435
"436.R12rev",139,140,28,"R12rev",7,436
"437.R12rev",140,136,28,"R12rev",6,437
"438.R12rev",140,137,28,"R12rev",3,438
"439.R12rev",140,138,28,"R12rev",2,439
"440.R12rev",140,139,28,"R12rev",4,440
"441.R12rev",141,142,29,"R12rev",4,441
"442.R12rev",141,143,29,"R12rev",2,442
"443.R12rev",141,144,29,"R12rev",2,443
"444.R12rev",141,145,29,"R12rev",2,444
"445.R12rev",142,141,29,"R12rev",2,445
"446.R12rev",142,143,29,"R12rev",3,446
"447.R12rev",142,144,29,"R12rev",2,447
"448.R12rev",142,145,29,"R12rev",3,448
"449.R12rev",143,141,29,"R12rev",1,449
"450.R12rev",143,142,29,"R12rev",6,450
"451.R12rev",143,144,29,"R12rev",3,451
"452.R12rev",143,145,29,"R12rev",1,452
"453.R12rev",144,141,29,"R12rev",2,453
"454.R12rev",144,142,29,"R12rev",5,454
"455.R12rev",144,143,29,"R12rev",2,455
"456.R12rev",144,145,29,"R12rev",1,456
"457.R12rev",145,141,29,"R12rev",3,457
"458.R12rev",145,142,29,"R12rev",6,458
"459.R12rev",145,143,29,"R12rev",2,459
"460.R12rev",145,144,29,"R12rev",4,460
"461.R12rev",146,147,30,"R12rev",6,461
"462.R12rev",146,148,30,"R12rev",4,462
"463.R12rev",146,149,30,"R12rev",2,463
"464.R12rev",146,150,30,"R12rev",3,464
"465.R12rev",147,146,30,"R12rev",6,465
"466.R12rev",147,148,30,"R12rev",5,466
"467.R12rev",147,149,30,"R12rev",2,467
"468.R12rev",147,150,30,"R12rev",7,468
"469.R12rev",148,146,30,"R12rev",4,469
"470.R12rev",148,147,30,"R12rev",5,470
"471.R12rev",148,149,30,"R12rev",3,471
"472.R12rev",148,150,30,"R12rev",4,472
"473.R12rev",149,146,30,"R12rev",2,473
"474.R12rev",149,147,30,"R12rev",3,474
"475.R12rev",149,148,30,"R12rev",2,475
"476.R12rev",149,150,30,"R12rev",2,476
"477.R12rev",150,146,30,"R12rev",4,477
"478.R12rev",150,147,30,"R12rev",3,478
"479.R12rev",150,148,30,"R12rev",4,479
"480.R12rev",150,149,30,"R12rev",7,480
"481.R12rev",151,152,31,"R12rev",6,481
"482.R12rev",151,153,31,"R12rev",6,482
"483.R12rev",151,154,31,"R12rev",5,483
"484.R12rev",151,155,31,"R12rev",5,484
"485.R12rev",152,151,31,"R12rev",1,485
"486.R12rev",152,153,31,"R12rev",4,486
"487.R12rev",152,154,31,"R12rev",1,487
"488.R12rev",152,155,31,"R12rev",3,488
"489.R12rev",153,151,31,"R12rev",1,489
"490.R12rev",153,152,31,"R12rev",5,490
"491.R12rev",153,154,31,"R12rev",4,491
"492.R12rev",153,155,31,"R12rev",6,492
"493.R12rev",154,151,31,"R12rev",3,493
"494.R12rev",154,152,31,"R12rev",3,494
"495.R12rev",154,153,31,"R12rev",3,495
"496.R12rev",154,155,31,"R12rev",2,496
"497.R12rev",155,151,31,"R12rev",4,497
"498.R12rev",155,152,31,"R12rev",6,498
"499.R12rev",155,153,31,"R12rev",4,499
"500.R12rev",155,154,31,"R12rev",4,500
"501.R12rev",156,157,32,"R12rev",4,501
"502.R12rev",156,158,32,"R12rev",5,502
"503.R12rev",156,159,32,"R12rev",5,503
"504.R12rev",156,160,32,"R12rev",2,504
"505.R12rev",157,156,32,"R12rev",3,505
"506.R12rev",157,158,32,"R12rev",3,506
"507.R12rev",157,159,32,"R12rev",6,507
"508.R12rev",157,160,32,"R12rev",2,508
"509.R12rev",158,156,32,"R12rev",2,509
"510.R12rev",158,157,32,"R12rev",3,510
"511.R12rev",158,159,32,"R12rev",4,511
"512.R12rev",158,160,32,"R12rev",7,512
"513.R12rev",159,156,32,"R12rev",3,513
"514.R12rev",159,157,32,"R12rev",6,514
"515.R12rev",159,158,32,"R12rev",5,515
"516.R12rev",159,160,32,"R12rev",4,516
"517.R12rev",160,156,32,"R12rev",2,517
"518.R12rev",160,157,32,"R12rev",5,518
"519.R12rev",160,158,32,"R12rev",5,519
"520.R12rev",160,159,32,"R12rev",5,520
"1.R16",6,7,2,"R16",1,1
"2.R16",6,8,2,"R16",1,2
"3.R16",6,9,2,"R16",1,3
"4.R16",6,10,2,"R16",1,4
"5.R16",7,6,2,"R16",1,5
"6.R16",7,8,2,"R16",1,6
"7.R16",7,9,2,"R16",1,7
"8.R16",7,10,2,"R16",1,8
"9.R16",8,6,2,"R16",4,9
"10.R16",8,7,2,"R16",2,10
"11.R16",8,9,2,"R16",1,11
"12.R16",8,10,2,"R16",2,12
"13.R16",9,6,2,"R16",1,13
"14.R16",9,7,2,"R16",1,14
"15.R16",9,8,2,"R16",1,15
"16.R16",9,10,2,"R16",1,16
"17.R16",10,6,2,"R16",1,17
"18.R16",10,7,2,"R16",2,18
"19.R16",10,8,2,"R16",2,19
"20.R16",10,9,2,"R16",1,20
"21.R16",11,12,3,"R16",1,21
"22.R16",11,13,3,"R16",1,22
"23.R16",11,14,3,"R16",1,23
"24.R16",11,15,3,"R16",1,24
"25.R16",12,11,3,"R16",1,25
"26.R16",12,13,3,"R16",1,26
"27.R16",12,14,3,"R16",1,27
"28.R16",12,15,3,"R16",5,28
"29.R16",13,11,3,"R16",1,29
"30.R16",13,12,3,"R16",1,30
"31.R16",13,14,3,"R16",1,31
"32.R16",13,15,3,"R16",4,32
"33.R16",14,11,3,"R16",1,33
"34.R16",14,12,3,"R16",1,34
"35.R16",14,13,3,"R16",1,35
"36.R16",14,15,3,"R16",3,36
"37.R16",15,11,3,"R16",1,37
"38.R16",15,12,3,"R16",1,38
"39.R16",15,13,3,"R16",1,39
"40.R16",15,14,3,"R16",2,40
"41.R16",16,17,4,"R16",1,41
"42.R16",16,18,4,"R16",1,42
"43.R16",16,19,4,"R16",1,43
"44.R16",16,20,4,"R16",1,44
"45.R16",17,16,4,"R16",1,45
"46.R16",17,18,4,"R16",2,46
"47.R16",17,19,4,"R16",1,47
"48.R16",17,20,4,"R16",1,48
"49.R16",18,16,4,"R16",1,49
"50.R16",18,17,4,"R16",1,50
"51.R16",18,19,4,"R16",1,51
"52.R16",18,20,4,"R16",1,52
"53.R16",20,16,4,"R16",1,53
"54.R16",20,17,4,"R16",1,54
"55.R16",20,18,4,"R16",1,55
"56.R16",20,19,4,"R16",1,56
"57.R16",21,22,5,"R16",1,57
"58.R16",21,23,5,"R16",1,58
"59.R16",21,24,5,"R16",1,59
"60.R16",21,25,5,"R16",1,60
"61.R16",22,21,5,"R16",1,61
"62.R16",22,23,5,"R16",1,62
"63.R16",22,24,5,"R16",1,63
"64.R16",23,21,5,"R16",2,64
"65.R16",23,22,5,"R16",3,65
"66.R16",23,24,5,"R16",2,66
"67.R16",23,25,5,"R16",3,67
"68.R16",24,22,5,"R16",1,68
"69.R16",24,23,5,"R16",1,69
"70.R16",24,25,5,"R16",1,70
"71.R16",25,21,5,"R16",1,71
"72.R16",25,22,5,"R16",1,72
"73.R16",25,23,5,"R16",1,73
"74.R16",25,24,5,"R16",1,74
"75.R16",26,28,6,"R16",4,75
"76.R16",26,29,6,"R16",1,76
"77.R16",26,30,6,"R16",1,77
"78.R16",28,26,6,"R16",2,78
"79.R16",28,27,6,"R16",2,79
"80.R16",28,29,6,"R16",2,80
"81.R16",28,30,6,"R16",5,81
"82.R16",29,26,6,"R16",1,82
"83.R16",29,27,6,"R16",1,83
"84.R16",29,28,6,"R16",1,84
"85.R16",29,30,6,"R16",1,85
"86.R16",32,31,7,"R16",5,86
"87.R16",32,33,7,"R16",1,87
"88.R16",32,34,7,"R16",1,88
"89.R16",32,35,7,"R16",1,89
"90.R16",33,31,7,"R16",6,90
"91.R16",33,34,7,"R16",1,91
"92.R16",33,35,7,"R16",1,92
"93.R16",34,31,7,"R16",1,93
"94.R16",34,32,7,"R16",1,94
"95.R16",34,33,7,"R16",1,95
"96.R16",34,35,7,"R16",1,96
"97.R16",35,31,7,"R16",4,97
"98.R16",35,32,7,"R16",1,98
"99.R16",35,33,7,"R16",1,99
"100.R16",35,34,7,"R16",2,100
"101.R16",36,37,8,"R16",4,101
"102.R16",36,38,8,"R16",1,102
"103.R16",36,39,8,"R16",2,103
"104.R16",36,40,8,"R16",2,104
"105.R16",37,36,8,"R16",1,105
"106.R16",37,38,8,"R16",1,106
"107.R16",37,39,8,"R16",1,107
"108.R16",37,40,8,"R16",2,108
"109.R16",38,36,8,"R16",1,109
"110.R16",38,37,8,"R16",1,110
"111.R16",38,39,8,"R16",1,111
"112.R16",38,40,8,"R16",1,112
"113.R16",39,36,8,"R16",1,113
"114.R16",39,37,8,"R16",1,114
"115.R16",39,38,8,"R16",1,115
"116.R16",39,40,8,"R16",1,116
"117.R16",40,36,8,"R16",1,117
"118.R16",40,37,8,"R16",2,118
"119.R16",40,38,8,"R16",1,119
"120.R16",40,39,8,"R16",4,120
"121.R16",41,42,9,"R16",1,121
"122.R16",41,43,9,"R16",1,122
"123.R16",41,44,9,"R16",1,123
"124.R16",41,45,9,"R16",1,124
"125.R16",42,41,9,"R16",1,125
"126.R16",42,43,9,"R16",1,126
"127.R16",42,44,9,"R16",1,127
"128.R16",42,45,9,"R16",1,128
"129.R16",43,42,9,"R16",2,129
"130.R16",43,44,9,"R16",2,130
"131.R16",43,45,9,"R16",2,131
"132.R16",44,41,9,"R16",1,132
"133.R16",44,42,9,"R16",3,133
"134.R16",44,43,9,"R16",5,134
"135.R16",44,45,9,"R16",3,135
"136.R16",45,41,9,"R16",2,136
"137.R16",45,43,9,"R16",2,137
"138.R16",45,44,9,"R16",2,138
"139.R16",46,50,10,"R16",1,139
"140.R16",47,46,10,"R16",3,140
"141.R16",47,48,10,"R16",2,141
"142.R16",47,49,10,"R16",3,142
"143.R16",47,50,10,"R16",2,143
"144.R16",48,46,10,"R16",1,144
"145.R16",48,47,10,"R16",1,145
"146.R16",48,49,10,"R16",1,146
"147.R16",48,50,10,"R16",1,147
"148.R16",49,50,10,"R16",3,148
"149.R16",56,57,12,"R16",1,149
"150.R16",56,58,12,"R16",1,150
"151.R16",56,59,12,"R16",1,151
"152.R16",56,60,12,"R16",1,152
"153.R16",57,56,12,"R16",1,153
"154.R16",57,58,12,"R16",1,154
"155.R16",57,59,12,"R16",1,155
"156.R16",57,60,12,"R16",1,156
"157.R16",58,56,12,"R16",1,157
"158.R16",58,57,12,"R16",1,158
"159.R16",58,59,12,"R16",1,159
"160.R16",58,60,12,"R16",1,160
"161.R16",59,56,12,"R16",2,161
"162.R16",59,57,12,"R16",1,162
"163.R16",59,58,12,"R16",1,163
"164.R16",59,60,12,"R16",1,164
"165.R16",60,56,12,"R16",1,165
"166.R16",60,57,12,"R16",1,166
"167.R16",60,58,12,"R16",1,167
"168.R16",60,59,12,"R16",1,168
"169.R16",61,62,13,"R16",3,169
"170.R16",61,63,13,"R16",3,170
"171.R16",61,64,13,"R16",2,171
"172.R16",61,65,13,"R16",3,172
"173.R16",62,61,13,"R16",1,173
"174.R16",62,63,13,"R16",2,174
"175.R16",62,64,13,"R16",3,175
"176.R16",62,65,13,"R16",2,176
"177.R16",63,61,13,"R16",1,177
"178.R16",63,62,13,"R16",7,178
"179.R16",64,61,13,"R16",1,179
"180.R16",64,62,13,"R16",1,180
"181.R16",64,63,13,"R16",1,181
"182.R16",64,65,13,"R16",1,182
"183.R16",65,61,13,"R16",2,183
"184.R16",65,62,13,"R16",1,184
"185.R16",65,63,13,"R16",1,185
"186.R16",65,64,13,"R16",4,186
"187.R16",66,67,14,"R16",1,187
"188.R16",69,67,14,"R16",1,188
"189.R16",69,70,14,"R16",2,189
"190.R16",70,66,14,"R16",1,190
"191.R16",70,67,14,"R16",1,191
"192.R16",70,68,14,"R16",1,192
"193.R16",70,69,14,"R16",1,193
"194.R16",71,72,15,"R16",1,194
"195.R16",71,74,15,"R16",3,195
"196.R16",71,75,15,"R16",4,196
"197.R16",72,71,15,"R16",1,197
"198.R16",72,73,15,"R16",1,198
"199.R16",72,74,15,"R16",1,199
"200.R16",72,75,15,"R16",1,200
"201.R16",73,71,15,"R16",1,201
"202.R16",73,72,15,"R16",1,202
"203.R16",74,72,15,"R16",1,203
"204.R16",74,73,15,"R16",1,204
"205.R16",74,75,15,"R16",1,205
"206.R16",75,72,15,"R16",2,206
"207.R16",75,73,15,"R16",2,207
"208.R16",75,74,15,"R16",2,208
"209.R16",77,76,16,"R16",1,209
"210.R16",77,78,16,"R16",1,210
"211.R16",77,79,16,"R16",1,211
"212.R16",77,80,16,"R16",2,212
"213.R16",78,76,16,"R16",1,213
"214.R16",78,77,16,"R16",1,214
"215.R16",78,79,16,"R16",1,215
"216.R16",78,80,16,"R16",1,216
"217.R16",79,76,16,"R16",2,217
"218.R16",79,77,16,"R16",2,218
"219.R16",79,78,16,"R16",2,219
"220.R16",79,80,16,"R16",4,220
"221.R16",80,76,16,"R16",1,221
"222.R16",80,77,16,"R16",1,222
"223.R16",80,78,16,"R16",1,223
"224.R16",80,79,16,"R16",1,224
"225.R16",81,82,17,"R16",2,225
"226.R16",81,83,17,"R16",1,226
"227.R16",81,84,17,"R16",1,227
"228.R16",81,85,17,"R16",4,228
"229.R16",82,81,17,"R16",3,229
"230.R16",82,83,17,"R16",1,230
"231.R16",82,84,17,"R16",1,231
"232.R16",82,85,17,"R16",1,232
"233.R16",83,81,17,"R16",1,233
"234.R16",83,82,17,"R16",1,234
"235.R16",83,84,17,"R16",1,235
"236.R16",83,85,17,"R16",1,236
"237.R16",84,81,17,"R16",1,237
"238.R16",84,82,17,"R16",1,238
"239.R16",84,83,17,"R16",1,239
"240.R16",84,85,17,"R16",1,240
"241.R16",85,81,17,"R16",1,241
"242.R16",85,82,17,"R16",1,242
"243.R16",85,83,17,"R16",1,243
"244.R16",85,84,17,"R16",1,244
"245.R16",86,87,18,"R16",2,245
"246.R16",86,88,18,"R16",2,246
"247.R16",86,89,18,"R16",2,247
"248.R16",86,90,18,"R16",1,248
"249.R16",89,86,18,"R16",1,249
"250.R16",89,87,18,"R16",3,250
"251.R16",89,88,18,"R16",1,251
"252.R16",89,90,18,"R16",1,252
"253.R16",91,92,19,"R16",1,253
"254.R16",91,93,19,"R16",1,254
"255.R16",91,94,19,"R16",1,255
"256.R16",91,95,19,"R16",1,256
"257.R16",92,91,19,"R16",1,257
"258.R16",92,93,19,"R16",1,258
"259.R16",92,94,19,"R16",1,259
"260.R16",92,95,19,"R16",2,260
"261.R16",93,91,19,"R16",1,261
"262.R16",93,92,19,"R16",1,262
"263.R16",93,94,19,"R16",1,263
"264.R16",93,95,19,"R16",1,264
"265.R16",95,91,19,"R16",1,265
"266.R16",95,92,19,"R16",2,266
"267.R16",95,93,19,"R16",1,267
"268.R16",95,94,19,"R16",1,268
"269.R16",96,97,20,"R16",1,269
"270.R16",96,98,20,"R16",1,270
"271.R16",96,99,20,"R16",1,271
"272.R16",96,100,20,"R16",1,272
"273.R16",97,96,20,"R16",1,273
"274.R16",97,98,20,"R16",1,274
"275.R16",97,99,20,"R16",1,275
"276.R16",97,100,20,"R16",1,276
"277.R16",98,96,20,"R16",3,277
"278.R16",98,97,20,"R16",1,278
"279.R16",98,99,20,"R16",2,279
"280.R16",98,100,20,"R16",2,280
"281.R16",99,96,20,"R16",2,281
"282.R16",99,97,20,"R16",2,282
"283.R16",99,98,20,"R16",1,283
"284.R16",99,100,20,"R16",1,284
"285.R16",100,96,20,"R16",2,285
"286.R16",100,97,20,"R16",2,286
"287.R16",100,98,20,"R16",2,287
"288.R16",100,99,20,"R16",2,288
"289.R16",101,102,21,"R16",1,289
"290.R16",101,103,21,"R16",1,290
"291.R16",101,104,21,"R16",1,291
"292.R16",101,105,21,"R16",1,292
"293.R16",102,101,21,"R16",2,293
"294.R16",102,103,21,"R16",1,294
"295.R16",102,104,21,"R16",1,295
"296.R16",102,105,21,"R16",2,296
"297.R16",103,101,21,"R16",1,297
"298.R16",103,102,21,"R16",1,298
"299.R16",103,104,21,"R16",1,299
"300.R16",103,105,21,"R16",1,300
"301.R16",104,101,21,"R16",1,301
"302.R16",104,102,21,"R16",1,302
"303.R16",104,103,21,"R16",1,303
"304.R16",104,105,21,"R16",1,304
"305.R16",105,101,21,"R16",1,305
"306.R16",105,102,21,"R16",1,306
"307.R16",105,103,21,"R16",1,307
"308.R16",105,104,21,"R16",1,308
"309.R16",106,107,22,"R16",1,309
"310.R16",106,108,22,"R16",1,310
"311.R16",106,109,22,"R16",1,311
"312.R16",106,110,22,"R16",1,312
"313.R16",107,106,22,"R16",1,313
"314.R16",107,108,22,"R16",1,314
"315.R16",107,109,22,"R16",1,315
"316.R16",107,110,22,"R16",4,316
"317.R16",108,106,22,"R16",1,317
"318.R16",108,107,22,"R16",1,318
"319.R16",108,109,22,"R16",1,319
"320.R16",108,110,22,"R16",4,320
"321.R16",109,106,22,"R16",1,321
"322.R16",109,107,22,"R16",1,322
"323.R16",109,108,22,"R16",1,323
"324.R16",109,110,22,"R16",1,324
"325.R16",110,106,22,"R16",1,325
"326.R16",110,107,22,"R16",2,326
"327.R16",110,109,22,"R16",4,327
"328.R16",110,108,22,"R16",1,328
"329.R16",112,111,23,"R16",2,329
"330.R16",112,113,23,"R16",1,330
"331.R16",112,114,23,"R16",3,331
"332.R16",112,115,23,"R16",4,332
"333.R16",113,111,23,"R16",1,333
"334.R16",113,112,23,"R16",1,334
"335.R16",113,114,23,"R16",1,335
"336.R16",113,115,23,"R16",1,336
"337.R16",114,111,23,"R16",1,337
"338.R16",114,112,23,"R16",1,338
